vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
170.3C,995,0,49.92306990724769,10.765057876015655,28.98024006947501,2.912636759101742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.418995388159903,0,0,0,0,0,0,0,0.5954876199589233,0.9540265698325072,0.682507308972107,0,0,0,0,0.999943,0,0,0,0,0.08379243103601686
170.3B,995,0,49.52279649698845,0.5687906797510518,25.296272639452695,9.754430232742283,0.8427603899977302,0,0,2.2741069590417924,0,0,0,2.654972365482984,0,0,0,0,0,0,0,9.08587023654302,0,0,0,0,0,0,0,0.4820818425927508,0.7162725269129362,0.718171915428292,0,0,0,0,0.999997,0,6e-6,0,0,0.08132993488491955
170.2C,994,0,10.306242638398116,21.07792849272389,31.91122111673804,0,4.522262569680785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.18234518245917,0,0,0,0,0,0,0,0.646306569848204,0.9915216160060796,0.5502697123121245,2687.785755119321,1.4308467485617187e-4,0,0,0.999904,0,0,0,0,0.08421253478077266
170.B1B,992,0,30.167025359031506,10.03373064796838,38.24251114978658,7.04537238970509,0.5817279954802368,0,0,0,0,0,0,4.905427306743017,0,0,0,0,0,0,0,9.024205151285187,0,0,0,0,0,0,0,0.5890701841962389,0.8880325226938657,0.6802116695221789,6395.294445397284,3.3093092967440317e-4,0,0,0.999986,0,0,0,0,0.08425195905502045
170.D,990,0,35.46688500815179,1.6147505360491556,15.896828846047642,15.91675810916914,7.286666842748509,0,0,4.34217824444802,0,0,0,7.878301834692765,0,0,0,0,0,0,0,11.597630578692977,0,0,0,0,0,0,0,0.6104175370990221,0.9282434962617024,0.6257696240707229,9155.292309319842,2.9039493278662e-4,1045.2400309963805,3.315376487084859e-5,1.000037,0,5e-6,0,0,0.08262459595818719
170.BA,989,0,34.24899070426414,0,57.77346473793842,0,0.08149868758244248,0,0,0,0,0,0,7.896045870215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575132114034363,0.8071061523400587,0.7084083371483666,3553.557282489472,0.00148468136507858,21.27505889261313,8.88875033321086e-6,1.000109,0,0,0,0,0.08322568444484042
170.5F,998,2.4457327059557543,36.68027140146099,4.737307302363065,0.6447084513999012,12.10934047365274,5.34276132789144,0,0,23.81105882964619,0,0,0,14.228819507629916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4685168556408274,0.6760378563101246,0.7536704664935325,16685.83256362152,9.724137385843344e-4,2886.924172095989,1.6824361124885022e-4,0.999756,0,1.47e-4,0,0,0.12163315550974368
170.C1,990,0,42.231515846305086,0,0,54.73531851121266,0,0,0,0,0,0,0,3.0331656424822517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461979574502666,0.5906624246655632,0.8088630160297359,0,0,0,0,0.999731,0,0,0,0,0.06625270980753396
170.BB10,989,0,50.200481615104,0,44.36197479413681,2.0716911922987507,1.3693597504097172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.996492648050722,0,0,0,0,0,0,0,0.62150209769015,0.989466596097497,0.7083105863788707,4528.5724261953355,3.954602649674167e-4,0,0,1.000101,0,0,9.493967,0.8342613794394299,0.07305153123813211
170.BB2,989,0,19.900659881162436,0,78.54143944211197,0,1.5579006767256085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7739645808351006,1,0.6366444618075621,2443.429911603725,0.00115126277855568,0,0,0.999659,0,0,0,0,0.06133354768130677
170.2B,994,0,0,1.057925712388002,98.91536936671676,0,0.02670492089523112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590011224462732,0.9732907683129204,0.5459703495251272,0,0,0,0,1.000827,0,0,0,0,0.08546835111761557
174.4E22,49054,0,26.919510872417472,3.2457621188531043,69.42427794202544,0,0.4104490667039869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6511192056677908,1,0.6160722854276844,1544.2735080915309,3.331010885032323e-4,20.261071991259715,4.370330190324642e-6,0.999951,0,0,0,0,0.1926980871326879
174.4E2A,49054,0,64.82608902889778,0,35.173910971102224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6574133105098134,1,0.7095735322117005,1267.898554919625,0.00175613533974044,93.64485455433432,1.297052022258559e-4,1.000192,0,0,0,0,0.24904163519222897
174.4BA,1051,0,62.28632842706791,0,37.71367157293209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5480598860115835,0.9980226245768784,0.7376845490516156,306.7226785897508,0.00804406293700628,68.61123067861061,0.00179938783888359,0.999898,0,0,0,0,0.3037234210606778
174.4E1,49054,0,11.44263512211141,0,88.09047880808413,0,0.4668860698044647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6360731562604425,1,0.5441899536475303,1072.7338287789712,8.044807917058704e-5,147.49203245556868,1.1060945768366523e-5,0.999955,0,0,0,0,0.1470882033520111
174.4C,49054,0,0,0,99.16156286280663,0,0.8384371371933554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6180399799222785,1,0.5226432258997221,725.4267936465394,0.0011019855504171,0,0,0.999686,0,0,0,0,0.29195889629674765
174.4D,49054,0,0.47188319812314977,0,95.9771803284077,0,1.1574183448958757,0,0,0,0,0,0,0,0,0,2.3935181285732776,0,0,0,0,0,0,0,0,0,0,0,0,0.6370562452845777,0.9997540235404296,0.5146236646665241,2000.9309046658711,2.1714676878600573e-4,0,0,1.000099,0,0,0,0,0.23182178110046975
174.4E21,49054,0,42.928824326909826,0,52.78154374083225,0,3.249266065804118,0,0,0,0,0,0,0,0,0,1.040365866453807,0,0,0,0,0,0,0,0,0,0,0,0,0.6490661376139314,1,0.6567123884352303,597.8187710114627,6.171588409054536e-4,0,0,0.999879,0,0,0,0,0.24507492500872263
174.4BB,1051,0,44.99886631241736,12.471685872007797,41.93746085410451,0,0.5919869614703367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6298485461684121,0.9967268184131408,0.7127305136385104,6962.478785437933,5.629556115952273e-4,148.0027791091296,1.1966858011177798e-5,0.999982,0,0,5.045581,0.410698309393684,0.24775056699789408
174.4BB,49054,0,45.03043963872452,12.48485883603496,41.98175644243886,0,0.5029450828016603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629843196479154,0.9967233078487078,0.7127305136385104,6962.478785437933,5.635586511632327e-4,148.0027791091296,1.1979676941723661e-05,0.99998,0,0,5.045581,0.41113894592787686,0.24772868542380247
174.4BC,1051,0,93.67724955581754,2.3058050910781596,3.965677565049898,0,0.05126778805439782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594611116140745,0.9997221526639776,0.7669019227530463,0,0,0,0,0.999632,0,0,0,0,0.26410529929801724
177.3Z,48327,3.5734128024080327,55.12118784302861,9.789821269458567,17.356704828794562,5.737048213068969,1.6982022118559672,0,0.2205865836035132,4.691770308416883,0,0,0,0,0,0,0,0,0,0,0,1.8112659393648964,0,0,0,0,0,0,0,0.5381742545671793,0.8976321318922141,0.7126321376911064,23480.033453084372,4.574352765762254e-4,4825.550888028805,9.401082027879917e-5,1.000012,0,0,0,0,0.2923041133504733
194.5A,50916,8.856196119948853,64.33102803481322,2.3123564917297985,0.3690310871567832,15.253468259751688,2.3560792509383894,0,0,0,0,3.9729963839353233,0,2.548844371725949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4707129388312886,0.8166051825681508,0.7705174551567312,22826.045405184952,0.00105492380445884,1376.6306975516932,6.362208026039365e-5,0.999199,7.7e-4,0,84.312774,3.9228584551777583,0.31606243326797007
194.2,51065,0.46874946771726506,27.118383086865133,18.62672757684459,12.532098778049171,5.079322902295033,0.8267841265623563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283678593206539,0,0,0,34.06425546845991,0,0,0,0.46923693450830384,0.6545233903201328,0.34088628850275654,48743.261018717494,3.322596556967722e-4,8596.711627486375,5.859969944104112e-5,0.99959,3.93e-4,0,572.0162220000001,3.925979350977894,0.23655504093008725
194.5B,2385,4.8290886795098835,83.71213974254862,3.799804970957632,0,2.9821832164137483,4.676783390570118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4747824726348229,0.8292507635989452,0.8200423823569482,6329.308132265446,0.00105953473322853,223.8108439564861,3.74662376818444e-5,0.999698,5.4e-5,0,37.472344,6.315205669379732,0.3691377352837506
194.EC,2380,0,6.442913850267601,16.777322002889182,58.91216974142248,0,6.6434594003915715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.224135005029162,0,0,0,0,0,0,0,0.5512020970915368,0.9998206015138924,0.2769107730797516,6640.5900008807575,2.6401925199572035e-4,122.98124883923224,4.889538026549923e-6,1.000038,0,0,6.888323,0.2757063364544694,0.09398047328986574
194.EB,2380,0,35.21057694904971,3.1275388397022064,53.789013719863775,0,3.24742921377264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.625441277611667,0,0,0,0,0,0,0,0.5645366329569271,0.9988221918744414,0.4426226616402826,3757.452516887524,3.414052321039418e-4,25.209280320199177,2.2905359842099003e-6,1.000015,0,0,0,0,0.07771842983026113
196.5B,2417,0,31.13727771164737,16.679967896692276,34.71485769938318,3.0631154636944053,1.503264437470692,0,0,0,0,0,0,0.8573657252101143,0,0,0,0,0,0,0,12.04415106590196,0,0,0,0,0,0,0,0.5491801921929147,0.972443544434068,0.6545507566891826,10633.417975356377,3.740620040693571e-4,5489.337797979905,1.931037322603899e-4,0.999908,5.6e-5,9.9e-5,48.53777555294115,1.7195449095189983,0.106639465155826
196.G6A,2410,0,0,42.9628407064848,56.98047893814457,0,0.05668035537062654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700406716898195,1,0.513206807327814,0,0,0,0,0.999888,0,0,0,0,0.07019614303006536
196.CC9,2398,0,66.18208697794752,0,0,11.620056671183937,20.375754589133916,0,0,0,0,0,0,1.822101761734631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553913743734025,0.9971351800654576,0.5588110113240031,797.1997561406725,0.01630210093438556,0,0,1.006337,0,0,0,0,0.10347092301217896
196.AD32Z,2396,0,12.962100417388315,6.0207020986989965,74.00728959875552,0,1.5827292583330697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.715402668933738,0,0,0,0,0,0.7117759578903575,0,0.6984945225201579,0.9990659320561333,0.45872791207114816,0,0,0,0,1.00003,0,0,0,0,0.05987449728256805
196.AD7,2396,0,22.513655434467108,54.18077654930177,12.940045092985958,8.552714521524718,1.8128084017204529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6433901355628358,0.9998214703310068,0.709313210872479,0,0,0,0,0.999982,0,0,0,0,0.05332152124644699
196.AD2Z,2396,0,1.396864891149939,33.58227099771303,51.70276077670526,3.938818354493652,1.4526506245657167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.506513478055349,0,0,0.4201208773170518,0,0,0,0,0.698669596524162,0.9996400973900454,0.4568381242403408,0,0,0,0,1.000007,9e-6,0,0,0,0.0582300081911444
196.F3,2399,0.13795917052719728,75.28142060369215,9.297481842533294,12.352445420238665,0,0.679059730415971,0,0,0.7732692028966058,0,0,0,1.478364029696114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49143557190911846,0.7229263712234987,0.7979964472243476,11385.30223400374,7.334110343337855e-4,2413.4381297206196,1.554672962244715e-4,0.999934,9.7e-5,0,0,0,0.06857794738750254
196.AD61,2396,0,22.95089402868538,25.99859391755951,22.526801421633586,9.46902568854302,0.5352184773487895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.519466466229723,0,0,0,0,0,0,0,0.7138314427742475,0.9999151656386844,0.5394545540453897,0,0,0,0,0.999994,0,3e-6,0,0,0.04936136321919392
196.AD620,2396,0,40.6988134256048,0,0,57.01328476197032,2.287901812424879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6904178499096565,1,0.7431645336223295,0,0,0,0,0.999822,0,0,0,0,0.03447862393526788
196.AD230,2396,0,23.783579961035883,32.502405043097404,18.490793156625102,20.39911629773225,1.3995175411032743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424588000406078,0,0,0,0,0,0,0,0.7319518032589856,0.997103883302228,0.6370991402611134,0,0,0,0,1.000015,0,0,0,0,0.04930988671731701
196.AD310,2396,0,40.86648479579498,22.915230186567538,35.26221382818199,0,0.9560711894554864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6557752580462214,0.9995915275170688,0.6481357880815627,0,0,0,0,0.999932,0,7.6e-5,0,0,0.06001978232001329
196.CAA,2404,1.997492317337241,35.5004403829216,19.52511721108765,15.434940634843713,9.59073234333714,1.6499936538705622,0,0,0.3453832869873577,0.4878827389125427,0.7430740650997496,0,14.72494336560244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5418303046452788,0.8789196092771898,0.747742828330569,45334.85842866097,0.00113344357662583,9630.246106037115,2.407714718551535e-4,0.999254,4.03e-4,3.28e-4,127.91721599999973,3.2209917773803607,0.22978554364750417
196.AD4,2396,0,13.062958947820574,20.90500930679703,51.734950602385,2.765345987850028,0.6217144961034179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.910020659043957,0,0,0,0,0,0,0,0.7150319563246004,0.999831283774438,0.467097761271397,0,0,0,0,0.999988,0,1e-6,0,0,0.05592803641673542
196.2A4A,2419,5.9170742386852275,85.51105386327261,5.809947095345283,2.712612308143576,0,0.04931249455330744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4772721768154716,0.8558496810268218,0.8530079679995882,5972.9119704512095,0.00130181801518068,1444.241557481974,3.147777310470912e-4,0.999958,0,0,0,0,0.3338941997479597
196.AD5,2396,0,24.694645710384368,16.964008049843258,31.577762129276476,0,0.6452028010022984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.389738237112923,0,0,1.7286430723806732,0,0,0,0,0.6218089967753412,0.9996857193976968,0.5208386855828341,0,0,0,0,0.999921,0,0,0,0,0.0568711896066573
196.CC1,2398,0,50.33931342824373,16.40349186134592,15.493333489115685,0,0.6875843415372213,0,0,7.623014505283942,0,0,0,9.453262374473503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5357411493013318,0.7901156495853655,0.7456399998210699,115.31619542368084,9.701228365991525e-6,492.5700507160152,4.1438538018769834e-5,1.000049,0,1.8e-5,7.941079270588235,0.6728782540670917,0.17069870599358922
196.5A,2417,0.05677237912635188,61.14809509474522,7.73781262690445,11.348616754114987,2.7735630627991408,2.1090635790035135,0,0,2.571324089470037,0,0,0,4.973139189306589,0,0,0,0,0,0,0,7.279188781292996,0,0,0,0.00242444323671253,0,0,0,0.5144221054785834,0.9054801053439802,0.712717990762156,16364.789189390192,4.729419565118038e-4,5837.092897453477,1.6869182384901047e-4,0.999811,1.5e-5,1.36e-4,49.294708658823495,1.434644611935095,0.11191514355441431
196.DAB9,2406,0,49.82999992009397,32.72731268028798,0.06332552917768705,17.057540332568898,0.32182153787146317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7399444395002545,1,0.7079308498268784,0,0,0,0,1.00019,0,0,0,0,0.06188172626711868
196.AD11,2396,0,2.742794222996577,0,92.3604170904492,0,0.6137845032679161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2830041832863115,0,0,0,0,0,0,0,0.5853685813861013,1,0.5367578487724249,0,0,0,0,0.99861,0.00122,2.06e-4,0,0,0.05633845180139485
196.CB,2398,0,32.478797504489634,0.00352942397724559,6.1719244703268865,0,0,0,0,31.365160433081087,0,2.9524669635535075,0,27.028121204571644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4121828490556432,0.4320174093131609,0.8012422850843981,0,0,167.94351910401667,9.839956852820676e-5,1.000048,0,0,0,0,0.30798788718825454
196.DAB2,2406,0,36.28472070909994,25.401280028819535,37.67369433283655,0.02236999979663636,0.6179349294473448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7004312555804388,1,0.6729617466367769,1903.215788689731,1.4098559661342288e-4,0,0,0.999924,0,0,0,0,0.0640574404181754
196.DAA,2406,0.02563463524050272,65.33663260583188,22.24160643714174,8.550931035710471,0,0.04094420906469185,0,0,2.1340833837718516,0,0,0,1.6701676932388652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6540367748498156,0.976518948743228,0.7385304782453667,2714.651432551408,2.0873988855512476e-4,0,0,1.000038,0,0,0,0,0.06257922301067272
196.F4,2399,0.6353886237056716,23.84481066443834,25.72811515827562,31.185480660457305,0,0.2757160932271199,0,0,2.547861081658475,0,0,0,0.08415351809005017,0,0,0,0,0,0,0,13.725695005577387,0,0,1.9727791945700288,0,0,0,0,0.6985939188359533,0.9552406534449116,0.49774531234140496,14228.7610257656,3.084443055472547e-4,356.92664344600064,7.737285802302706e-6,0.999784,2.04e-4,0,3.969682,0.08668115750179281,0.07219763283714425
196.AD21,2396,0,0.4035668886127034,21.16883178254644,68.33181326289028,3.5222316209306612,2.222216971547117,0,0,0,0,0,0,0,0,0,4.351339473472802,0,0,0,0,0,0,0,0,0,0,0,0,0.7305666273149833,1,0.4629721028723659,6204.202506115311,3.988054847180042e-4,644.5578411719254,4.143211025494248e-5,0.998536,0.001079,4.2e-4,57.013608407843144,3.690492750144009,0.06096507432024293
196.AD31Z,2396,0,4.785616212176513,15.879347202669583,79.12843040130699,0.20660618384691587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7030047327520161,0.9999888044870756,0.4529414540429771,0,0,0,0,0.999978,3.9e-5,0,0,0,0.05894459117847667
196.CC2,2398,6.706017427316293,35.973555363396855,0,0,5.586805445096434,1.632545643315528,0,0,0,0,4.3880628956645715,0,45.713013225210325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46383507375242,0.7133649600808265,0.8355982564997896,10684.54393074208,0.00210765996672707,1766.7408207974331,3.485117309371821e-4,0.999641,0,3.87e-4,27.213760658823528,5.406713368930892,0.2390524438165682
196.AE1,2396,0,0,3.2047984107174696,0,91.48383974734485,5.3113618419377024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711434513525318,1,0.6528955464290883,0,0,0,0,0.99943,0,0,0,0,0.05010428634427841
196.AE2,2396,0,0,0,80.79069868615679,0.2640737840424606,18.94522752980075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7103066296428427,1,0.646548253628922,0,0,0,0,0.998096,0.005361,0,0,0,0.04546140187552997
196.AD240,2396,0,8.272686600551786,0,20.95667735441056,63.62575497725748,7.14488106778018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7188523159867107,1,0.6510095138564783,0,0,0,0,0.999814,0,7.8e-5,0,0,0.04582008262948385
196.CAB,2404,3.7143592582215454,55.137483228891185,14.030555878259404,21.59845466618375,2.1797316167007215,0.7938514666320425,0,0,1.1198203184973086,0.5949899658085782,0,0,0.8307536008054688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5673781492396915,0.9574944534789744,0.7491642988376208,39824.75230837949,9.072782037792544e-4,10851.365734652449,2.472132792202126e-4,0.99965,1.72e-4,1.68e-4,75.66643722352931,1.736086732725259,0.1901205037826561
196.AC8,2396,2.009278468123223,38.352269126277584,8.28449743743583,51.325857603400415,0,0.02809736476294697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7311570489508991,0.9989620453779416,0.6599416802243623,8798.875804363026,0.00145575224547015,1299.945422755423,2.1507275591121447e-4,0.99573,0.003788,4.49e-4,98.422912,16.39748798121419,0.10417879095347105
196.AD12,2396,0,14.774241249215898,11.737249606366111,70.72484674942469,0,0.4730837576986834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.290578637294619,0,0,0,0,0,0,0,0.6290313833252628,0.999952475786574,0.4686490891654538,0,0,0,0,0.99979,0,1.64e-4,0,0,0.05849279850475725
196.2A4B,2419,0,48.03012274867539,19.286898333180787,17.766777516754633,12.264443563067598,0.3612797591807264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2904780791408608,0,0,0,0,0,0,0,0.5721351281922324,0.9587948712766756,0.7153529921105974,6264.258488704341,2.3895801982885945e-4,113.095817254509,4.314182211796585e-6,0.999961,5.8e-5,0,0,0,0.28820939408154767
196.F2,2399,0.2000277609779796,39.56732532891802,6.154509671726435,0,0,2.9094496386115547,0,0,42.96953232666739,0,0,0.00619664687044546,8.192958626228176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47658129348851974,0.6115695803173807,0.8160993359304481,5552.538860669355,0.0012331410661339,361.9907056445827,8.039306268543837e-5,0.99992,0,0,0,0,0.19756562501499533
196.AD23Z,2396,0,4.348662000286761,17.599127986548314,66.26129120556837,1.7811754584913777,0.7076148020698914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302128547035284,0,0,0,0,0,0,0,0.7111322066105847,1,0.411305492297453,0,0,0,0,0.99997,0,0,0,0,0.05792389866695219
196.DAB1,2406,0,59.39303534666248,26.083778219756447,13.927736487665308,0,0.5954499459157682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6333634297790549,0.9999125606987552,0.7047328520636031,0,0,0,0,0.999904,0,0,0,0,0.07092771771950637
196.AC72,2396,0,10.77290428038012,25.061777856124102,61.95317382734251,0,0.06474255220268905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1474014839505777,0,0,0,0,0,0,0,0.6344400022110346,0.9998917049377918,0.6199076939960314,2070.424910109952,6.809544717289533e-4,0,0,0.991905,0.008101,0,0,0,0.06513836446271941
196.AD62Z,2396,0,12.891673795583406,28.311798449784657,39.243668225770016,4.6876793802101275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.865180148651802,0,0,0,0,0,0,0,0.7439218932174654,0.9999068893082228,0.5161210573214383,0,0,0,0,0.999983,0,0,0,0,0.05581492787027617
196.DAC0,2406,0,9.036431644924717,30.4446559743403,43.76597995277052,0.8537545314527828,0.00823633092636367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.890941565585315,0,0,0,0,0,0,0,0.7038863987912541,0.9999040061078612,0.4741044770950406,0,0,0,0,0.999995,0,0,0,0,0.06679503812514187
196.AD33,2396,0,18.42714577827631,28.90469342283578,7.205878180941304,0,0.8702920104661998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.59199060748041,0,0,0,0,0,0,0,0.5595569668857571,0.9997480489576984,0.5001418141461385,0,0,0,0,0.999928,0,1.1e-5,0,0,0.06075152009478588
196.G6B,2410,0,0,46.686458255861034,46.576344299278574,0,0.5516027468577237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.901116427432217,0,0,0,0,0,0.284478270570444,0,0.6875360344285704,1,0.4862525955185513,0,0,0,0,0.999976,0,0,0,0,0.06296319618703895
196.AD22,2396,0,0,11.93264356230174,19.0125552162699,57.00357238148885,12.051228839939522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7314577691356664,1,0.6060814764705975,0,0,0,0,0.999518,0,0,0,0,0.04810513398299615
