vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density
032.F,25521,2001,0,0,0,2.724884030233237,0,0,0,0,0,2.4939939968591323,7.298414873134513,0,87.48270709977312,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0328358022782915
038.AZ,22563,1982,10.309903431549555,0,3.003257568004387,5.853967493835337,0,1.5372554168895345,0,7.313018106825832,0,5.516431698241454,35.72665779701895,0,30.739508487634954,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4.551886842909334
038.AZ,22548,1982,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4.537045064539634
038.AZ,22548,1991,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038.AZ,22548,1993,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2.325235595576563
038.AZ,22548,1995,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4.59375812784638
038.AZ,22548,1996,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2.3819486588833083
038.AZ,22548,2000,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4.537045064539634
038.AZ,22548,2003,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2.552087848803545
038.AZ,22548,2006,10.494263123007482,0,3.0682822511915657,3.7141741106656982,0,1.541736371957956,0,7.370348158202076,0,5.635870079858591,36.77026451185253,0,31.4050613932641,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1.1909743294416542
038.A0,22502,1982,15.343088599255353,0,1.118489205203001,0,13.848374387225688,9.280794753654972,0.4180518653045125,2.3449047084472916,0.06588272008946179,23.79276417020281,20.889806816260897,0,6.256257774811129,0,6.176505008387044,0,0,0,0,0,0,0,0.4650799911578455,0,0,0,233,7.6158406242387775
038.A0,22613,1982,14.74432479595811,0,1.1229647487853225,0,13.9037875309789,9.317931099008456,0.419724665841288,2.35385248059671,0.06614634443532999,23.887968980845848,21.219051017544015,0,6.296087574278646,0,6.201219790812186,0,0,0,0,0,0,0,0.46694097091519127,0,0,0,231,7.580569314615284
038.C,2034,1982,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5.117550953213074
038.C,2034,1994,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5.192809055466207
038.C,2034,1995,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5.268067157719341
038.C,2034,1996,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2.9350659878722043
038.C,2034,1997,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3.0103240901253376
038.C,2034,1998,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8278391247844679
038.C,2034,1999,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.9030972270376012
038.C,2034,2000,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5.268067157719341
038.C,2034,2001,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.8061944540752024
038.C,2034,2002,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3.386614601391005
038.C,2034,2003,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3.6123889081504057
038.C,2034,2004,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3.5371308058972715
038.C,2034,2005,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3.6123889081504057
038.C,2034,2006,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3.1608402946316043
038.C,2034,2007,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4.214453726175472
038.C,2034,2008,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,82,6.171164384756942
038.C,2034,2009,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,86,6.472196793769476
038.C,2034,2010,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2.9350659878722043
038.C,2034,2011,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.311356499137871
038.C,2034,2012,12.617850886322865,0,4.357588415939077,0.821184742008593,0,4.5362797126905905,0,8.606184496425003,0,31.94948930308055,29.0960418942213,0,8.015380549312015,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3.6876470104035386
038.D,22414,1982,4.139794777300316,0,1.0282233959504032,6.595188027034821,0,0.17969293957956775,0,2.2735904126256266,0,3.785156167582128,52.904273949095206,0,29.094080330831932,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3255353427753045
038.D,22474,1982,4.141950419736407,0,1.0287588046132303,6.598622223160443,0,0.179786507919754,0,2.272839219494346,0,3.787127145299867,53.10052563804859,0,28.89039004172736,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.327276122390823
038.D,22474,1994,4.141950419736407,0,1.0287588046132303,6.598622223160443,0,0.179786507919754,0,2.272839219494346,0,3.787127145299867,53.10052563804859,0,28.89039004172736,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.327276122390823
038.D,22450,1982,4.134400955240654,0,1.0268837029622997,6.5865950236176225,0,0.17945881402658517,0,2.270628105849093,0,3.780224411315387,52.94877873184779,0,29.07303025514057,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.321244865435282
038.D,22504,1982,4.102746994047828,0,1.0273996669032543,6.589904498211538,0,0.179548984195473,0,2.200265634113604,0,3.782123807984484,53.03037223912692,0,29.087638175416895,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3228981660038
038.D,22487,1982,4.146188130755048,0,1.02981134799981,6.605373403466633,0,0.1799704510355345,0,2.2526242755837154,0,3.7910018296408863,52.83911310843485,0,29.155917453083536,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3307257751164148
038.D,22487,1994,4.146188130755048,0,1.02981134799981,6.605373403466633,0,0.1799704510355345,0,2.2526242755837154,0,3.7910018296408863,52.83911310843485,0,29.155917453083536,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3307257751164148
038.D,22498,1982,4.135657287591974,0,0.9418302984102004,6.588596511258227,0,0.17951334669437238,0,2.271318088165293,0,3.7813731190180513,53.01984658810469,0,29.08186476075719,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3222268955294663
038.D,22498,1994,4.135657287591974,0,0.9418302984102004,6.588596511258227,0,0.17951334669437238,0,2.271318088165293,0,3.7813731190180513,53.01984658810469,0,29.08186476075719,0,0,0,0,0,0,0,0,0,0,0,0,0,171,3.3222268955294663
038.D,22451,1982,4.181273152834457,0,1.038525606191374,5.671756294552003,0,0.1814933600423366,0,2.2963704879720694,0,3.8230812671148953,53.44588763039285,0,29.361612200900005,0,0,0,0,0,0,0,0,0,0,0,0,0,167,3.280380294295589
038.D,22451,1994,4.181273152834457,0,1.038525606191374,5.671756294552003,0,0.1814933600423366,0,2.2963704879720694,0,3.8230812671148953,53.44588763039285,0,29.361612200900005,0,0,0,0,0,0,0,0,0,0,0,0,0,167,3.280380294295589
038.D,22445,1982,4.1630861826913215,0,1.0340084092749564,5.984624252518715,0,0.180703931990254,0,2.2863821375400923,0,3.8029160168751304,53.273534830594485,0,29.274744238515044,0,0,0,0,0,0,0,0,0,0,0,0,0,170,3.3246894446752626
038.D,22508,1982,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3.308755368856364
038.D,22508,1994,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3.308755368856364
038.D,22508,1996,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.057235443303217
038.D,22508,2000,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3.191284764044896
038.D,22508,2002,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1.8207943745777624
038.D,22508,2004,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2.447304266905595
038.D,22508,2006,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1.1942844822499303
038.D,22508,2008,4.167500048675409,0,1.035104705230571,5.872024383725067,0,0.1808955213313344,0,2.2888062488605527,0,3.7573875996297126,53.39249903091685,0,29.305782461630503,0,0,0,0,0,0,0,0,0,0,0,0,0,185,3.622010315020281
038.D,22439,1982,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3.319450253853476
038.D,22439,1994,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,169,3.319450253853476
038.D,22439,1996,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1.0606527438348383
038.D,22439,2000,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3.2015999489829383
038.D,22439,2002,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1.80703800801491
038.D,22439,2004,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,124,2.4355729673244437
038.D,22439,2006,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.178503048705376
038.D,22439,2008,4.181042978884357,0,1.0384684366326489,5.578926619987676,0,0.18148336905584253,0,2.296244075597945,0,3.8228708111880416,53.51273313598645,0,29.38823057266704,0,0,0,0,0,0,0,0,0,0,0,0,0,185,3.633717733508243
042.31Z,23386,1990,0.18949760977567864,0,0,4.98245778660536,0,0,0,0,0,0.4978547932208338,29.17298759794185,9.341684782325371,55.8155174301309,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2.4869823786069087
044.5B,22101,1990,7.834725621155908,0,2.0903348879490045,3.744287738985776,0,3.160803086244226,0,6.4910988363892015,0,1.8760621279053888,37.8685122036957,1.1156960953995168,35.81847940227528,0,0,0,0,0,0,0,0,0,0,0,0,0,283,14.90675515983328
048.F1B,1705,1990,0,0,0,2.443997495609005,0,0,0,0,0,0,0,0,97.556002504391,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.469887940722033
059.2B,2059,1990,0,0,0,2.461462663238609,0,11.561767337554224,0,12.124678619564849,0,44.84941840051647,16.6523201685336,0,9.165996534188082,0,3.1843562764041633,0,0,0,0,0,0,0,0,0,0,0,523,33.93693037841466
059.2B,2059,1996,0,0,0,2.461462663238609,0,11.561767337554224,0,12.124678619564849,0,44.84941840051647,16.6523201685336,0,9.165996534188082,0,3.1843562764041633,0,0,0,0,0,0,0,0,0,0,0,299,19.401801497411057
059.2B,2059,1999,0,0,0,2.461462663238609,0,11.561767337554224,0,12.124678619564849,0,44.84941840051647,16.6523201685336,0,9.165996534188082,0,3.1843562764041633,0,0,0,0,0,0,0,0,0,0,0,240,15.57335237250386
061.B5,26511,1990,0,0,0,2.8039230218137803,0,0.6146846063840061,0,0,0,13.478144672097091,17.02364188838657,41.800349900846456,24.2792559104721,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3.1712677416588533
061.B5,26511,1999,0,0,0,2.8039230218137803,0,0.6146846063840061,0,0,0,13.478144672097091,17.02364188838657,41.800349900846456,24.2792559104721,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.3823474771333464
061.B5,26511,2003,0,0,0,2.8039230218137803,0,0.6146846063840061,0,0,0,13.478144672097091,17.02364188838657,41.800349900846456,24.2792559104721,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2.520751281831396
061.B5,26511,2007,0,0,0,2.8039230218137803,0,0.6146846063840061,0,0,0,13.478144672097091,17.02364188838657,41.800349900846456,24.2792559104721,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.6262911495686427
064.5A,26267,1990,0,0,0,1.5930277793787102,0,0,0,2.7556048642729527,0,25.378760590167715,9.31250360209786,4.776201659846695,55.440428505561634,0,0,0,0,0,0,0,0,0,0,0.7434729986744281,0,0,276,8.498997402472614
067.6A,26000,1999,28.73800545527651,0,1.1927712152660803,3.588746047097945,0,5.414850957933515,0,7.193792721226676,8.693667749752774e-4,14.315210658436662,31.411960313406723,0,8.14379326458091,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.0929425453207275
067.6A,26000,2002,28.73800545527651,0,1.1927712152660803,3.588746047097945,0,5.414850957933515,0,7.193792721226676,8.693667749752774e-4,14.315210658436662,31.411960313406723,0,8.14379326458091,0,0,0,0,0,0,0,0,0,0,0,0,0,192,4.196899374031593
067.6A,26000,2006,28.73800545527651,0,1.1927712152660803,3.588746047097945,0,5.414850957933515,0,7.193792721226676,8.693667749752774e-4,14.315210658436662,31.411960313406723,0,8.14379326458091,0,0,0,0,0,0,0,0,0,0,0,0,0,205,4.481064435814983
068.2,25961,2001,0,0,1.6474083786685831,0,1.4793054828860746,0,0,0,40.040743939365285,0,10.371948669780773,0,40.64402320660477,0,1.8491318536075936,0,0,0,0,0,0,0,0,0,3.967438469086928,0,459,7.7606433105818
082.DB,28730,2001,12.066806478729212,0,3.1306058426421015,2.8619586976679696,0,0,0,3.5357430693369616,0,15.812917594654788,31.267711212985187,0,31.324257103983776,0,0,0,0,0,0,0,0,0,0,0,0,0,101,3.739904097177092
082.5B3,28557,1990,0,0,1.665362832889017,7.333875120572977,0.26709604571266543,1.3820638043084743,0,0,0,25.50476089207547,46.80079698421981,0,17.046044320221576,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.4595291606156917
083.CC,1651,1988,0,0,0,1.5512251077054406,0,0,0,0,0,0,22.808401500730746,21.879305121272232,53.76106827029159,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.381285758652069
083.CC,1651,1996,0,0,0,1.5512251077054406,0,0,0,0,0,0,22.808401500730746,21.879305121272232,53.76106827029159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
083.CC,1651,1999,0,0,0,1.5512251077054406,0,0,0,0,0,0,22.808401500730746,21.879305121272232,53.76106827029159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
083.CC,1651,2003,0,0,0,1.5512251077054406,0,0,0,0,0,0,22.808401500730746,21.879305121272232,53.76106827029159,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.3890833592137068
083.CC,1651,2007,0,0,0,1.5512251077054406,0,0,0,0,0,0,22.808401500730746,21.879305121272232,53.76106827029159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1984404798876724
083.CA0,29749,1990,11.191241021664098,0,3.2547809965183734,2.0084074489858703,0.47598095611803865,4.146142406536495,0,2.7630114038071514,0,16.415538340266014,15.05504545618131,6.754053674398842,37.9357982955238,0,0,0,0,0,0,0,0,0,0,0,0,0,273,3.187820845182112
083.CA0,29731,1990,11.196103926257866,0,3.2574473519236578,2.008405117369802,0.475980403538508,4.146137593164457,0,2.7555782581439083,0,16.415519283010983,15.055027978360306,6.754045833430078,37.93575425480043,0,0,0,0,0,0,0,0,0,0,0,0,0,273,3.1878419487515774
083.CA0,29732,1990,11.242542159095944,0,3.3590884822259164,1.524791856585632,0.4779546339450376,4.163334584564163,0,2.774468362900462,0,16.465187416503657,15.117471923079616,6.782059681379121,38.093100899720454,0,0,0,0,0,0,0,0,0,0,0,0,0,272,3.189312325845868
083.CA0,28542,1991,11.22371433126838,0,3.381510390905674,1.6826086602324557,0.466563709978691,4.1357631732383995,0,2.7698219749296196,0,16.447854609949715,15.092154770203695,6.770701800733421,38.02930657855995,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1.4164105391979638
083.CA0,29736,1991,11.306870619304435,0,3.3782587332467897,0.9702760607776983,0.48079911157705624,4.188112066064143,0,2.757676075084404,0,16.56833738494536,15.2074413630303,6.822422125202434,38.31980646076738,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1.4272309543097488
083.E1,1649,1994,0,0,8.112872860236585,0.4736590090433231,0,5.579436506295502,0,0,0,36.74054042289234,16.12589916313894,7.785854980357162,25.155347096015937,0,0.0263899620202196,0,0,0,0,0,0,0,0,0,0,0,32,2.238307345277496
083.CB,29741,1989,0,0,0.07898109294545973,0.8211485889136023,0,0,0,0,0,7.053011600029555,20.336102767140808,21.642857688809396,50.002420388332204,0.0654778738289779,0,0,0,0,0,0,0,0,0,0,0,0,95,2.434146149966987
083.CB,29741,1999,0,0,0.07898109294545973,0.8211485889136023,0,0,0,0,0,7.053011600029555,20.336102767140808,21.642857688809396,50.002420388332204,0.0654778738289779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
083.CB,29741,2003,0,0,0.07898109294545973,0.8211485889136023,0,0,0,0,0,7.053011600029555,20.336102767140808,21.642857688809396,50.002420388332204,0.0654778738289779,0,0,0,0,0,0,0,0,0,0,0,0,187,4.791424526777122
083.CB,29741,2007,0,0,0.07898109294545973,0.8211485889136023,0,0,0,0,0,7.053011600029555,20.336102767140808,21.642857688809396,50.002420388332204,0.0654778738289779,0,0,0,0,0,0,0,0,0,0,0,0,118,3.0234657441695205
083.G,29587,1994,0,0,1.7334929184121284,2.7538400159585077,0,0,0,0,0,0.5038898862956314,18.736884101336525,27.73967684021544,21.70416916018352,26.82804707759824,0,0,0,0,0,0,0,0,0,0,0,0,103,2.2734495833112436
083.G,29590,1994,0,0,1.7003974116390148,4.498519734589292,0,0,0,0,0,0.49426971942464343,18.437082360676012,27.24979796774137,21.304081540806603,26.31585126512307,0,0,0,0,0,0,0,0,0,0,0,0,104,2.2516656538593636
083.G,29590,2001,0,0,1.7003974116390148,4.498519734589292,0,0,0,0,0,0.49426971942464343,18.437082360676012,27.24979796774137,21.304081540806603,26.31585126512307,0,0,0,0,0,0,0,0,0,0,0,0,16,0.3464101005937482
083.G,29589,1994,0,0,1.7078529792109678,4.095113064190902,0,0,0,0,0,0.4964368959133378,18.50554020431346,27.366329550769812,21.397491480388187,26.431235825213335,0,0,0,0,0,0,0,0,0,0,0,0,104,2.2615294275945725
083.G,29589,1999,0,0,1.7078529792109678,4.095113064190902,0,0,0,0,0,0.4964368959133378,18.50554020431346,27.366329550769812,21.397491480388187,26.431235825213335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
083.G,29589,2003,0,0,1.7078529792109678,4.095113064190902,0,0,0,0,0,0.4964368959133378,18.50554020431346,27.366329550769812,21.397491480388187,26.431235825213335,0,0,0,0,0,0,0,0,0,0,0,0,133,2.892148210289213
083.G,29589,2007,0,0,1.7078529792109678,4.095113064190902,0,0,0,0,0,0.4964368959133378,18.50554020431346,29.333799766521363,21.397491480388187,24.46376560946178,0,0,0,0,0,0,0,0,0,0,0,0,96,2.087565625471913
083.E2,1649,1994,4.151295725905892,0,10.21433899457556,0.6223645285201781,0,5.3978007926077405,0,2.6482841209513324,0,20.75394147287018,25.30509308827783,0.6520492614336965,30.164762953453323,0,0.09006906140426547,0,0,0,0,0,0,0,0,0,0,0,32,2.567932581078578
083.E4,1649,1994,0,0,1.0706725166450353,0.4864776967065264,0,9.759516503503663,0,0,0,16.770155474116255,33.87727692942384,15.98390151800314,22.05199936160154,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2.5440371298323363
083.E3A,1649,1994,0,0,1.856762214437326,1.121928245624222,0,0,0,0,0,30.88851039670712,15.71893084560745,0,50.413868297623885,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16.92990451576224
083.E30,1649,1994,0,0,9.510558410779431,1.2835192927329375,0,1.3524219103666817,0,0,0,44.47980188000958,39.80540835618992,0,3.5682901499214443,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.0129821993396737
083.F,29590,1994,1.5155541250617526,0,0.9917813140915284,0.1133999011961257,0,3.63048099522448,0,0,0,15.342669800446116,15.075450231290889,17.064439587418974,24.058182008712706,20.1683408434258,2.039701193131634,0,0,0,0,0,0,0,0,0,0,0,112,2.108039877622947
083.F,29590,2001,1.5155541250617526,0,0.9917813140915284,0.1133999011961257,0,3.63048099522448,0,0,0,15.342669800446116,15.075450231290889,17.064439587418974,24.058182008712706,20.1683408434258,2.039701193131634,0,0,0,0,0,0,0,0,0,0,0,59,1.110485292676374
083.F,1649,1994,1.491226455045939,0,0.9758612435786488,1.6571228664543094,0,3.572204525786673,0,0,0,15.139290383163631,14.850214505348823,16.79052125720388,23.67200014729981,19.844598700079175,2.006959916039108,0,0,0,0,0,0,0,0,0,0,0,115,2.1297832594740767
084.7F2,1748,1995,0,0,0,3.261918963958701,0,0,0,0,0,0,82.50235212367558,0,14.235728912365714,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.721722277954808
084.7F11,1748,1995,0,0,0,2.7407759451644,0,0,0,0,0,0,75.47358626967977,0,21.78563778515583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4395832410626297
084.7E,28305,1995,0,0,10.452290146245364,1.2013448223930836,0,0,0,0,0,0.8059165672838576,40.9063712181958,17.92859090779582,28.473073024995628,0.23241331309044583,0,0,0,0,0,0,0,0,0,0,0,0,99,2.4306451651919536
084.7E,28307,1995,0,0,10.459625405905337,1.0640118318604623,0,0,0,0,0,0.8067177587913902,40.98920709422708,17.9464143840221,28.501379161420964,0.2326443637726686,0,0,0,0,0,0,0,0,0,0,0,0,99,2.433058551438344
084.7E,1747,1995,0,0,10.419802880109067,1.4266643402894716,0,0,0,0,0,0.8034116592073817,40.86098949478391,17.872866191382393,28.384574496143216,0.231690938084553,0,0,0,0,0,0,0,0,0,0,0,0,99,2.423098066373731
084.7E,1748,1995,0,0,10.419929720912492,1.4266817071488278,0,0,0,0,0,0.8034214391793739,40.860269592527374,17.873083758713875,28.384920023047645,0.23169375847041543,0,0,0,0,0,0,0,0,0,0,0,0,99,2.4231451138590967
084.7D,1747,1995,0,0,8.170675003215242,0.2381753247395653,0,0,0,0,0,4.301006123801704,65.99855561381467,0,21.291587934428826,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2.5473270663127128
